T_BASE_SENSITIVEWORDS_ID	SENSITIVETYPE	SENSITIVETOPIC	SENSITIVEWORDS
3691	其他		我们自杀吧
3692	其他		我虽死去
3693	其他		乌蝇水
3694	其他		乌云其木格
3695	其他		无帮国
3696	其他		无耻语录
3697	其他		无官正
3698	其他		无界浏览器
3699	其他		无码
3700	其他		无人性的政权
3701	其他		无网界
3702	其他		"无线,监听"
3703	其他		吾爾開希
3704	其他		五套功
3705	其他		五月天
3706	其他		午夜电
3707	其他		午夜极
3708	其他		武警暴
3709	其他		武警殴
3710	其他		武警已增
3711	其他		武力镇压
3712	其他		武装镇压
3713	其他		务员答案
3714	其他		务员考试
3715	其他		雾型迷
3716	其他		"西藏,独立"
3717	其他		西藏独立
3718	其他		西藏国家民主党
3719	其他		西藏人民大起义
3720	其他		西藏限
3721	其他		西藏作家组织
3722	其他		西服进去
3723	其他		希脏
3724	其他		习进平
3725	其他		习晋平
3726	其他		席复活
3727	其他		席临终前
3728	其他		席指着护
3729	其他		洗澡死
3730	其他		喜贪赃
3731	其他		先烈纷纷
3732	其他		现大地震
3733	其他		现金投注
3734	其他		现在的党
3735	其他		现在的公安
3736	其他		现在的共产党
3737	其他		现在的警察
3738	其他		现在的社会
3739	其他		现在的政府
3740	其他		线透视镜
3741	其他		限制言
3742	其他		陷害案
3743	其他		陷害罪
3744	其他		霰弹
3745	其他		香港彩
3746	其他		香港独立
3747	其他		香港马会
3748	其他		香港一类
3749	其他		香港总彩
3750	其他		向巴平措
3751	其他		消防灭火枪
3752	其他		消防枪
3753	其他		消业之说
3754	其他		硝化甘
3755	其他		小电影
3756	其他		小活佛
3757	其他		小姐按摩
3758	其他		小姐上门
3759	其他		小穴
3760	其他		肖中特
3761	其他		校骚乱
3762	其他		写两会
3763	其他		泄漏的内
3764	其他		新疆暴乱
3765	其他		新疆独立
3766	其他		新疆叛
3767	其他		新疆限
3768	其他		新金瓶
3769	其他		新生网
3770	其他		新唐人
3771	其他		新搪人
3772	其他		态度蛮横
3773	其他		新中华战记
3774	其他		信访专班
3775	其他		信用卡套现
3776	其他		兴华论谈
3777	其他		兴中心幼
3778	其他		行长王益
3779	其他		形透视镜
3780	其他		性推广歌
3781	其他		性息
3782	其他		胸主席
3783	其他		修炼大法
3784	其他		徐玉元
3785	其他		学骚乱
3786	其他		学生领袖
3787	其他		学位證
3788	其他		血溅人民天堂
3789	其他		血染的风采
3790	其他		血色京机
3791	其他		血色京畿
3792	其他		血腥清场
3793	其他		循环轮回论
3794	其他		丫与王益
3795	其他		严晓玲
3796	其他		言被劳教
3797	其他		言论罪
3798	其他		盐酸曲
3799	其他		颜射
3800	其他		"眼镜,透视"
3801	其他		燕玲论坛
3802	其他		恙虫病
3803	其他		摇头丸
3804	其他		遥控信号拦截器
3805	其他		要射精了
3806	其他		要射了
3807	其他		要泄了
3808	其他		业力回报
3809	其他		业力轮
3810	其他		夜半加税
3811	其他		夜激情
3812	其他		液体炸
3813	其他		一党独裁
3814	其他		一党私利
3815	其他		一党执政
3816	其他		一党专政
3817	其他		一卡多号
3818	其他		一氯丙酮
3819	其他		一氯乙醛
3820	其他		一码中特
3821	其他		一通功
3822	其他		一通健康法
3823	其他		一小撮别
3824	其他		一肖
3825	其他		一氧化二氟
3826	其他		一氧化汞
3827	其他		一夜激情
3828	其他		伊皮恩
3829	其他		遗情书
3830	其他		乙酰替硫脲
3831	其他		乙酰亚砷酸铜
3832	其他		异硫氰酸烯丙酯
3833	其他		异氰酸苯酯
3834	其他		异氰酸甲酯
3835	其他		因毒磷
3836	其他		因毒硫磷
3837	其他		银氰化钾
3838	其他		银行卡复制设备
3839	其他		隐蔽式摄像机
3840	其他		"隐形,耳机"
3841	其他		"隐形,摄像机"
3842	其他		隐形耳
3843	其他		隐形耳机
3844	其他		隐形喷剂
3845	其他		隐形摄像机
3846	其他		应子弹
3847	其他		婴儿命
3848	其他		婴儿汤
3849	其他		罂粟壳
3850	其他		罂粟籽
3851	其他		蝇毒
3852	其他		影子政府
3853	其他		雍战胜
3854	其他		永伏虫
3855	其他		咏妓
3856	其他		用手枪
3857	其他		优化官员
3858	其他		幽谷三
3859	其他		游精佑
3860	其他		游戏机破解
3861	其他		有偿服务
3862	其他		有偿捐献
3863	其他		有偿肾
3864	其他		有码
3865	其他		有奶不一
3866	其他		右转是政
3867	其他		幼齿类
3868	其他		幼交
3869	其他		娱乐透视
3870	其他		愚民同
3871	其他		愚民政
3872	其他		与狗性
3873	其他		宇宙大法
3874	其他		宇宙毁灭
3875	其他		宇宙主佛
3876	其他		玉蒲团
3877	其他		育部女官
3878	其他		预测答案
3879	其他		冤民大
3880	其他		鸳鸯洗
3881	其他		渊盖苏文
3882	其他		元极功
3883	其他		原砷酸
3884	其他		原一九五七
3885	其他		袁伟民
3886	其他		援藏网
3887	其他		援交
3888	其他		晕倒型
3889	其他		韵徐娘
3890	其他		"赞成,西藏,独立"
3891	其他		脏毒
3892	其他		脏独
3893	其他		遭便衣
3894	其他		遭到警
3895	其他		遭警察
3896	其他		遭武警
3897	其他		择油录
3898	其他		曾道人
3899	其他		炸弹教
3900	其他		炸弹遥控
3901	其他		炸广州
3902	其他		炸立交
3903	其他		炸药的制
3904	其他		炸药配
3905	其他		炸药制
3906	其他		粘氯酸
3907	其他		张春桥
3908	其他		张宏宝
3909	其他		张宏堡
3910	其他		张文中
3911	其他		张志新
3912	其他		找枪手
3913	其他		找援交
3914	其他		找政法委副
3915	其他		赵紫阳
3916	其他		针刺案
3917	其他		针刺伤
3918	其他		针刺事
3919	其他		针刺死
3920	其他		针孔摄象机
3921	其他		针孔摄像机
3922	其他		侦探设备
3923	其他		"真钱,百家乐"
3924	其他		真钱斗地
3925	其他		真钱投注
3926	其他		真善忍
3927	其他		真实文凭
3928	其他		震惊一个民
3929	其他		震其国土
3930	其他		证到付款
3931	其他		证件公司
3932	其他		证件集团
3933	其他		证生成器
3934	其他		证书办
3935	其他		政府无能
3936	其他		政论区
3937	其他		政治风波
3938	其他		政治局十七
3939	其他		政治人祸的源头
3940	其他		支那
3941	其他		支那猪
3942	其他		植物冰
3943	其他		指纹考勤
3944	其他		指纹膜
3945	其他		指纹套
3946	其他		制服诱
3947	其他		制手枪
3948	其他		制证定金
3949	其他		制作证件
3950	其他		治疗红斑狼疮
3951	其他		治疗性病
3952	其他		治疗乙肝
3953	其他		治疗肿瘤
3954	其他		中办发
3955	其他		中的班禅
3956	其他		中国不强
3957	其他		中国复兴党
3958	其他		中国高层权力斗争
3959	其他		中国共和党
3960	其他		中国官场情杀案
3961	其他		中国过渡政府
3962	其他		中国海外腐败兵团
3963	其他		中国没有自由
3964	其他		中国人民党
3965	其他		中国实行血腥教育
3966	其他		中国贪官在海外
3967	其他		中国网络审查
3968	其他		中国舆论监督网周洪
3969	其他		中国正义党
3970	其他		中国政府封锁消息
3971	其他		中国支配下的朝鲜经济
3972	其他		中国猪
3973	其他		中华昆仑女神功
3974	其他		中华养生益智功
3975	其他		中华养生益智气
3976	其他		中南海的权力游戏
3977	其他		中南海斗争
3978	其他		中南海恩仇录
3979	其他		中南海黑幕
3980	其他		中南海权力斗争
3981	其他		中石油国家电网倒数
3982	其他		中特
3983	其他		中央黑幕
3984	其他		中正纪念歌
3985	其他		中组部前部长直言
3986	其他		种公务员
3987	其他		种学历证
3988	其他		众像羔
3989	其他		重亚硒酸钠
3990	其他		重阳兵变
3991	其他		州惨案
3992	其他		州大批贪
3993	其他		州三箭
3994	其他		宙最高法
3995	其他		昼将近
3996	其他		"朱镕基,腐败"
3997	其他		主神教
3998	其他		主席忏
3999	其他		属灵教
4000	其他		住英国房
4001	其他		助考
4002	其他		助考网
4003	其他		转法轮
4004	其他		转法论
4005	其他		转是政府
4006	其他		赚钱资料
4007	其他		庄家
4008	其他		装弹甲
4009	其他		装枪套
4010	其他		装消音
4011	其他		追债公司
4012	其他		"追踪,定位"
4013	其他		梓健特药
4014	其他		自动群发
4015	其他		自己找枪
4016	其他		自杀手册
4017	其他		自杀指南
4018	其他		自慰用
4019	其他		自由门
4020	其他		自由圣
4021	其他		自由西藏
4022	其他		自由西藏学生运动
4023	其他		总会美女
4024	其他		走私车
4025	其他		足交
4026	其他		"足球,博彩"
4027	其他		足球玩法
4028	其他		最后圆满
4029	其他		醉钢枪
4030	其他		醉迷药
4031	其他		醉乙醚
4032	其他		尊爵粉
4033	其他		左棍
4034	其他		左转是政
4035	其他		作弊器
4036	其他		作各种证
4037	其他		作硝化甘
4038	其他		唑仑
